Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
DFSD,Dimensional Short-Duration Fixed Income ETF,Bond,"$4,384,780,000",1.90%,"469,140",$47.53,0.06%,No,False,0.72%,0.54%,6.18%,3.70%,N/A,"$500,223,867.09","-$14,187,255.73","$54,730,113.31","$1,754,651,800.41","$3,532,771,165.41","$4,343,495,460.41",Corporate Bonds,2021-11-15,0.16%,N/A,$2.19,2025-03-25,$0.10,4.61%,0.00,0.11,1226,9.21%,40%,20%,1099,$47.11,$47.74,$47.51,$47.55,56.27,A-,B-,N/A,B+,N/A,N/A,6.86,77.61%,66.98%,87.95,5.50%,2.98%
DIVO,Amplify CWP Enhanced Dividend Income ETF,Equity,"$3,968,500,000",-2.42%,"552,843",$39.03,-0.18%,No,False,0.36%,-2.57%,8.48%,6.59%,13.15%,"$350,868,500.00","$45,094,500.00","$138,598,500.00","$798,724,000.00","$2,430,162,000.00","$3,644,444,000.00",Large Cap Blend Equities,2016-12-14,0.56%,N/A,$1.95,2025-03-28,$0.16,4.98%,0.07,0.77,27,49.69%,40%,20%,1099,$37.40,$42.04,$38.82,$39.26,43.97,A,B-,B-,A-,A,C,6.8,72.36%,64.38%,88.18,19.34%,0.17%
DFSV,Dimensional US Small Cap Value ETF,Equity,"$3,916,180,000",-16.44%,"1,621,092",$25.65,1.26%,No,False,2.60%,-8.93%,-6.44%,1.64%,N/A,"$576,312,548.56","$72,066,621.58","$208,885,967.99","$1,671,250,852.62","$4,152,009,667.62","$4,191,529,447.62",Small Cap Value Equities,2022-02-23,0.30%,N/A,$0.43,2025-03-25,$0.08,1.70%,0.00,1.05,1015,6.64%,40%,20%,1099,$23.53,$30.02,$25.44,$25.82,39.31,A,A-,B-,C,B+,N/A,5.81,40.46%,32.25%,140.18,2.37%,6.22%
FIXD,First Trust TCW Opportunistic Fixed Income ETF,Bond,"$3,696,680,000",2.00%,"777,213",$43.37,-0.25%,No,False,0.78%,-0.37%,6.58%,0.43%,-1.10%,"-$1,143,246,250.00","-$90,672,500.00","-$425,785,900.00","-$1,427,265,000.00","-$142,199,300.00","$2,893,946,250.00",Total Bond Market,2017-02-14,0.65%,N/A,$1.79,2025-03-27,$0.16,4.14%,0.00,0.14,712,31.29%,40%,20%,1099,$42.96,$44.30,$43.29,$43.48,48.25,A,C+,N/A,C+,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DIHP,Dimensional International High Profitability ETF,Equity,"$3,510,270,000",7.08%,"569,892",$26.94,1.24%,No,False,5.36%,-2.01%,6.71%,5.37%,N/A,"$376,180,955.92","$8,020,418.15","$19,012,930.48","$1,441,430,944.15","$3,228,655,964.15","$3,249,889,289.15",Large Cap Blend Equities,2022-03-23,0.28%,N/A,$0.61,2025-03-25,$0.08,2.26%,0.00,-1.00,464,19.78%,40%,20%,1099,$24.64,$28.33,$26.82,$27.06,52.81,A,B+,A,C+,A-,N/A,7.46,37.26%,87.40%,83.3,14.01%,4.27%
TOTL,SPDR DoubleLine Total Return Tactical ETF,Bond,"$3,497,060,000",2.17%,"397,983",$39.74,-0.08%,No,False,0.43%,-0.24%,7.09%,1.78%,0.14%,"$80,120,383.25","$3,962,434.60","$28,072,295.20","$655,824,963.00","$1,291,502,935.05","$961,801,807.35",Total Bond Market,2015-02-23,0.55%,N/A,$2.11,2025-04-01,$0.17,5.30%,0.00,0.13,1354,26.29%,40%,20%,1099,$39.38,$40.46,$39.69,$39.81,48.60,A-,C+,N/A,B,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FSEC,Fidelity Investment Grade Securitized ETF,Bond,"$3,451,400,000",2.10%,"883,756",$43.07,-0.44%,No,False,1.06%,-0.32%,7.72%,1.28%,N/A,"$1,907,126,082.60","-$1,058,532.17","$761,714,112.98","$3,455,092,325.51","$3,455,092,325.51","$3,449,141,275.51",Mortgage Backed Securities,2021-03-02,0.36%,N/A,$1.33,2025-03-28,$0.10,3.09%,0.00,0.27,772,29.70%,40%,20%,1099,$42.54,$44.03,$42.92,$43.22,48.98,C+,A-,N/A,A,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
JMST,JPMorgan Ultra-Short Municipal Income ETF,Bond,"$3,446,730,000",0.58%,"597,881",$50.63,0.02%,No,False,0.18%,-0.10%,3.23%,2.89%,1.85%,"$373,461,000.00","-$20,255,500.00","-$68,361,500.00","$838,317,500.00","-$101,303,500.00","$3,256,827,500.00",Total Bond Market,2018-10-16,0.18%,N/A,$1.64,2025-04-01,$0.13,3.23%,0.00,0.02,2251,14.24%,40%,20%,1099,$50.51,$50.85,$50.61,$50.65,49.48,A,A-,N/A,A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
NVDL,GraniteShares 2x Long NVDA Daily ETF,Equity,"$3,410,590,000",-53.91%,"28,502,464",$30.60,-5.99%,No,1.5x,-12.27%,-35.29%,-13.73%,N/A,N/A,"$1,073,731,700.00","-$251,956,900.00","$198,726,400.00","$3,558,382,400.00","$4,787,757,211.74","$4,787,757,211.74",Leveraged Equities,2022-12-13,1.06%,N/A,$0.00,2023-12-27,$1.68,0.00%,0.00,-4.63,2,100.00%,40%,20%,1099,$26.41,$46.97,$29.41,$32.13,39.89,N/A,C,N/A,N/A,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FBCG,Fidelity Blue Chip Growth ETF,Equity,"$3,346,030,000",-19.24%,"708,479",$37.36,0.30%,No,False,-1.22%,-9.74%,1.14%,9.89%,N/A,"$1,249,596,299.34","$64,744,980.79","$30,133,400.46","$2,321,217,561.11","$3,038,064,309.06","$3,453,216,759.06",Large Cap Growth Equities,2020-06-03,0.59%,N/A,$0.06,2024-12-20,$0.05,0.15%,24.55,1.31,224,59.68%,40%,20%,1099,$34.72,$43.56,N/A,N/A,40.37,B+,C+,N/A,C,C,N/A,6.06,8.32%,37.45%,26.86,11.39%,11.57%
JPIE,JPMorgan Income ETF,Bond,"$3,286,760,000",1.62%,"702,103",$45.71,0.51%,No,False,1.22%,-0.02%,8.28%,4.02%,N/A,"$791,466,300.00",$0.00,"$173,053,200.00","$2,014,163,100.00","$3,146,846,400.00","$3,189,752,400.00",Total Bond Market,2021-10-28,0.39%,N/A,$2.73,2025-04-01,$0.21,6.00%,0.00,0.24,1783,30.71%,40%,20%,1099,$45.16,$46.11,$45.64,$45.75,54.32,B-,B-,N/A,B+,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
UCON,First Trust TCW Unconstrained Plus Bond ETF,Bond,"$3,224,440,000",1.01%,"1,088,286",$24.62,0.12%,No,False,0.33%,-0.57%,6.44%,3.61%,3.77%,"-$134,232,950.00","-$89,854,700.00","-$305,817,950.00","$933,408,300.00","$2,116,865,500.00","$3,097,265,900.00",Total Bond Market,2018-06-04,0.85%,N/A,$1.19,2025-03-27,$0.09,4.82%,0.00,0.19,976,21.67%,40%,20%,1099,$24.48,$24.87,$24.59,$24.65,47.54,A,C+,A,A-,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CGXU,Capital Group International Focus Equity ETF,Equity,"$3,201,000,000",-5.15%,"864,679",$23.40,0.47%,No,False,3.59%,-8.81%,-5.15%,0.67%,N/A,"$310,937,577.24","$16,903,899.36","$26,841,705.04","$1,152,360,992.68","$3,099,697,385.00","$3,195,317,483.52",Global Equities,2022-02-22,0.54%,N/A,$0.25,2024-12-26,$0.10,1.06%,0.00,0.94,72,29.88%,40%,20%,1099,$21.25,$26.55,$23.29,$23.53,43.42,A,B+,B-,B-,B-,N/A,7.11,14.05%,77.24%,90.4,16.64%,6.79%
NEAR,iShares Short Duration Bond Active ETF,Bond,"$3,179,420,000",1.53%,"458,056",$50.70,0.12%,No,False,-0.10%,0.34%,6.45%,5.03%,3.57%,"$210,004,375.00","-$37,946,295.00","-$35,394,785.00","$166,682,120.00","-$1,315,851,010.00","-$3,475,387,630.00",Total Bond Market,2013-09-25,0.25%,N/A,$2.49,2025-04-01,$0.20,4.92%,0.00,0.05,1062,33.58%,40%,20%,1099,$50.43,$50.83,$50.65,$50.73,55.45,A,B+,A,A,B-,N/A,6.11,22.89%,38.54%,179.01,4.76%,0.58%
DFLV,Dimensional US Large Cap Value ETF,Equity,"$3,162,740,000",-5.58%,"706,294",$28.24,0.28%,No,False,1.29%,-5.99%,1.29%,N/A,N/A,"$558,712,447.80","$126,400,585.36","$202,041,083.35","$1,565,700,087.66","$3,102,835,412.66","$3,102,835,412.66",Large Cap Value Equities,2022-12-06,0.22%,N/A,$0.53,2025-03-25,$0.13,1.87%,0.00,1.14,347,26.63%,40%,20%,1099,$26.59,$31.88,N/A,N/A,41.31,A,A-,A-,B,C+,N/A,6.45,47.37%,49.92%,120.17,9.40%,3.33%
EMLP,First Trust North American Energy Infrastructure Fund,Equity,"$3,087,840,000",2.38%,"398,786",$36.21,1.09%,No,False,5.63%,-1.49%,31.30%,12.65%,18.24%,"$122,772,300.00","-$12,011,300.00","-$8,969,950.00","$153,797,800.00","-$54,936,550.00","-$94,002,700.00",MLPs,2012-06-21,0.96%,N/A,$1.18,2025-03-27,$0.30,3.29%,0.05,0.81,69,46.86%,40%,20%,1099,$33.47,$38.84,$35.91,$36.56,50.21,A,C,C+,C+,A,C+,6.64,40.88%,57.49%,1146.25,20.28%,2.70%
JAVA,JPMorgan Active Value ETF,Equity,"$3,036,960,000",-5.63%,"439,341",$59.58,0.08%,No,False,1.09%,-5.23%,6.30%,5.04%,N/A,"$823,062,500.00","$41,634,000.00","$106,934,000.00","$2,078,155,750.00","$3,036,016,250.00","$3,049,237,750.00",Large Cap Value Equities,2021-10-04,0.44%,N/A,$0.93,2025-03-25,$0.17,1.56%,13.82,0.80,163,24.13%,40%,20%,1099,$56.51,$66.06,N/A,N/A,41.35,A-,B-,B-,A-,C,N/A,6.28,18.66%,43.28%,139.75,12.21%,4.38%
SPYI,NEOS S&P 500 High Income ETF,Equity,"$3,012,680,000",-7.84%,"1,187,579",$45.44,0.24%,No,False,0.62%,-5.49%,5.68%,N/A,N/A,"$751,071,958.00","$46,431,424.00","$188,749,574.00","$2,202,937,686.00","$3,332,573,903.33","$3,332,573,903.33",Large Cap Blend Equities,2022-08-30,0.68%,N/A,$6.17,2025-03-26,$0.51,13.58%,0.05,0.79,506,33.50%,40%,20%,1099,$43.05,$50.22,N/A,N/A,42.54,A,B-,N/A,B+,A,N/A,6.41,50.63%,48.18%,97.21,11.94%,6.95%
HELO,JPMorgan Hedged Equity Laddered Overlay ETF,Equity,"$2,806,720,000",-6.38%,"482,133",$58.00,-0.17%,No,False,0.07%,-3.98%,6.56%,N/A,N/A,"$752,999,750.00","$91,396,500.00","$161,562,250.00","$2,376,783,250.00","$2,821,917,750.00","$2,821,917,750.00",Large Cap Blend Equities,2023-09-28,0.50%,N/A,$0.40,2025-03-25,$0.09,0.70%,N/A,N/A,161,36.17%,40%,20%,1099,$56.57,$61.41,N/A,N/A,39.56,A,B+,N/A,C+,B-,N/A,6.38,68.70%,46.57%,105.85,11.40%,8.09%
GSY,Invesco Ultra Short Duration ETF,Bond,"$2,751,810,000",0.88%,"707,414",$50.16,0.10%,No,False,0.20%,0.27%,3.49%,3.95%,2.63%,"$366,468,500.00","$10,024,800.00","$30,011,200.00","$802,920,400.00","$233,119,000.00","$482,737,400.00",Corporate Bonds,2008-02-12,0.22%,N/A,$1.51,2025-03-24,$0.20,3.01%,0.00,0.04,295,18.67%,40%,20%,1099,$50.05,$50.15,$50.13,$50.17,70.50,A-,B-,C,A,C+,A,6.63,64.68%,56.96%,125.85,4.89%,1.73%
DFIS,Dimensional International Small Cap ETF,Equity,"$2,640,350,000",6.46%,"418,089",$26.11,0.97%,No,False,6.35%,-1.24%,10.66%,4.42%,N/A,"$243,287,874.04",$0.00,"-$380,062.21","$977,591,434.75","$2,384,371,544.75","$2,406,610,734.75",Foreign Small & Mid Cap Equities,2022-03-23,0.39%,N/A,$0.56,2025-03-25,$0.03,2.14%,0.09,1.02,3404,4.00%,40%,20%,1099,$23.53,$27.48,$25.96,$26.25,54.31,A,A-,C+,B,B+,N/A,6.76,75.96%,62.51%,139.86,3.17%,7.33%
DISV,Dimensional International Small Cap Value ETF,Equity,"$2,627,310,000",10.01%,"364,252",$29.20,1.11%,No,False,6.22%,-1.52%,14.44%,8.72%,N/A,"$232,939,510.05","$33,660,673.14","$80,046,993.91","$655,178,542.00","$2,166,897,582.00","$2,194,113,627.00",Small Cap Value Equities,2022-03-23,0.42%,N/A,$0.76,2025-03-25,$0.03,2.60%,0.00,1.00,1459,7.04%,40%,20%,1099,$26.16,$30.98,$28.97,$29.41,55.08,A,A-,C+,B,A-,N/A,6.82,79.81%,65.30%,177.09,1.86%,8.01%
JMUB,JPMorgan Municipal ETF,Bond,"$2,598,980,000",-1.04%,"525,954",$49.22,0.31%,No,False,0.78%,-1.51%,1.45%,2.21%,1.19%,"$588,320,500.00","-$17,101,000.00","$123,675,500.00","$1,350,673,000.00","$2,540,632,500.00","$2,616,231,500.00",Total Bond Market,2018-10-29,0.18%,N/A,$1.74,2025-04-01,$0.15,3.54%,0.00,0.12,1178,15.02%,40%,20%,1099,$48.42,$50.59,$49.08,$49.31,43.30,B,A-,N/A,A-,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
VNLA,Janus Henderson Short Duration Income ETF,Bond,"$2,543,160,000",1.17%,"397,690",$48.92,0.08%,No,False,0.34%,0.19%,6.38%,4.83%,3.15%,"$208,614,500.00","-$9,753,500.00","$166,879,500.00","$243,715,500.00","-$58,351,500.00","$1,251,884,424.78",Total Bond Market,2016-11-16,0.23%,N/A,$2.42,2025-04-01,$0.19,4.94%,0.00,0.04,239,26.79%,40%,20%,1099,$48.71,$49.04,$48.88,$48.94,61.41,A-,C+,C+,A,C+,N/A,6.32,41.79%,44.39%,311.36,7.62%,0.72%
FLCB,Franklin U.S. Core Bond ETF,Bond,"$2,529,130,000",1.70%,"413,795",$21.23,-0.23%,No,False,0.57%,-0.14%,6.39%,1.19%,-0.85%,"$210,057,000.00","$138,980,500.00","$124,973,000.00","$740,112,500.00","$1,161,081,500.00","$1,294,143,500.00",Total Bond Market,2019-09-17,0.15%,N/A,$0.90,2025-04-01,$0.07,4.22%,0.00,0.16,409,26.32%,40%,20%,1099,$21.02,$21.62,N/A,N/A,48.72,A-,A-,N/A,B,A,N/A,6.05,33.08%,37.19%,380.28,4.92%,0.92%
NUGO,Nuveen Growth Opportunities ETF,Equity,"$2,376,220,000",-16.89%,"68,979",$28.76,-0.21%,No,False,-1.06%,-8.36%,1.18%,9.92%,N/A,"$46,859,236.48","-$581,169.00","$79,362,180.40","-$572,875,850.70","-$1,204,911,696.70","$2,055,345,919.30",Large Cap Growth Equities,2021-09-27,0.56%,N/A,$0.00,2023-12-28,$0.01,0.00%,28.33,1.09,46,65.89%,40%,20%,1099,$27.04,$32.70,N/A,N/A,40.56,A,B,C,C+,B,N/A,6.37,27.22%,46.14%,19.05,11.08%,11.14%
FTGC,First Trust Global Tactical Commodity Strategy Fund,Commodity,"$2,372,840,000",2.82%,"600,781",$24.47,0.58%,No,False,3.38%,-2.05%,4.12%,-0.99%,16.27%,"$126,633,450.00","-$41,019,500.00","-$33,243,800.00","-$15,338,450.00","-$1,224,148,734.50","$2,352,402,987.00",Commodities,2013-10-22,1.02%,N/A,$0.71,2025-03-27,$0.14,2.90%,0.00,0.45,12,95.81%,40%,20%,1099,$23.08,$26.15,$24.36,$24.55,48.05,A,C,N/A,N/A,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
UITB,VictoryShares Core Intermediate Bond ETF,Bond,"$2,364,190,000",2.08%,"193,571",$46.40,-0.24%,No,False,0.71%,-0.10%,6.46%,1.90%,0.40%,"-$31,715,268.87","$4,631,983.49","$4,815,761.81","$356,905,450.36","$1,201,646,290.36","$2,099,952,555.36",Total Bond Market,2017-10-24,0.39%,N/A,$1.82,2025-04-10,$0.17,3.92%,0.00,0.18,1037,20.32%,40%,20%,1099,$45.89,$47.22,N/A,N/A,49.65,B,B-,N/A,B,B+,N/A,6.13,53.01%,39.07%,360.94,3.04%,1.03%
FTSL,First Trust Senior Loan Fund,Bond,"$2,335,830,000",-0.13%,"343,925",$45.40,0.29%,No,False,0.77%,-0.42%,5.82%,5.63%,6.15%,"$162,946,750.00","-$18,062,400.00","-$24,346,500.00","$149,597,000.00","-$1,336,466,700.00","$1,034,207,450.00",High Yield Bonds,2013-05-01,0.87%,N/A,$3.38,2025-03-27,$0.26,7.44%,0.00,0.28,86,82.65%,40%,20%,1099,$44.73,$46.07,N/A,N/A,48.74,A,C,A-,A,C+,A-,0.0,N/A,N/A,N/A,N/A,N/A
DFGR,Dimensional Global Real Estate ETF,Equity,"$2,278,300,000",1.24%,"391,551",$25.81,1.77%,No,False,5.87%,-0.82%,13.95%,N/A,N/A,"$217,387,745.41","$6,324,812.92","$20,604,865.30","$657,806,179.30","$2,226,340,594.30","$2,226,340,594.30",Real Estate,2022-12-06,0.22%,N/A,$0.95,2025-03-25,$0.05,3.76%,0.05,1.14,447,37.59%,40%,20%,1099,$23.79,$27.10,$25.59,$25.97,51.39,A,A,N/A,B-,B+,N/A,6.2,37.29%,41.10%,79.89,2.65%,22.04%
HTRB,Hartford Total Return Bond ETF,Bond,"$1,978,290,000",1.45%,"320,395",$33.46,-0.15%,No,False,0.81%,-0.74%,6.23%,1.79%,0.10%,"$9,098,485.00","$23,362,345.00","-$15,349,530.00","$466,805,490.00","$908,259,060.00","$1,553,113,850.00",Total Bond Market,2017-09-27,0.29%,N/A,$1.51,2025-03-28,$0.12,4.52%,0.00,0.19,1514,19.13%,40%,20%,1099,$33.11,$34.21,N/A,N/A,46.71,A-,B,N/A,B-,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FMB,First Trust Managed Municipal ETF,Bond,"$1,920,360,000",-1.96%,"226,321",$49.60,0.00%,No,False,0.16%,-2.19%,0.52%,1.32%,1.02%,"-$19,922,200.00","-$14,947,750.00","-$55,420,900.00","$24,197,550.00","-$269,499,545.00","$701,084,729.50",National Munis,2014-05-13,0.65%,N/A,$1.66,2025-03-27,$0.14,3.34%,0.00,0.14,1268,5.59%,40%,20%,1099,$48.93,$51.27,$49.48,$49.73,38.68,A-,C,B+,B+,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
MUNI,PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund,Bond,"$1,877,800,000",-1.04%,"303,760",$50.79,-0.06%,No,False,0.06%,-1.48%,1.27%,2.08%,0.97%,"$166,454,600.00","$52,382,800.00","$105,142,600.00","$521,946,000.00","$1,186,116,600.00","$1,566,217,700.00",National Munis,2009-11-30,0.35%,N/A,$1.77,2025-04-01,$0.13,3.49%,0.00,0.11,500,14.71%,40%,20%,1099,$50.24,$52.09,$50.73,$50.89,43.30,A-,C+,B+,B+,A-,C+,0.0,N/A,N/A,N/A,N/A,N/A
FTLS,First Trust Long/Short Equity ETF,Alternatives,"$1,869,690,000",-5.60%,"181,411",$61.98,0.39%,No,False,0.28%,-3.14%,5.54%,8.14%,10.77%,"$259,784,550.00","$6,260,200.00","$32,038,000.00","$723,940,300.00","$1,242,914,667.50","$1,399,539,332.50",Long-Short,2014-09-09,1.46%,N/A,$1.01,2025-03-27,$0.15,1.64%,0.04,0.51,249,62.52%,40%,20%,1099,$60.33,$65.40,N/A,N/A,42.11,A,B-,A-,B+,B-,N/A,6.45,62.03%,49.83%,44.97,7.43%,5.65%
GTO,Invesco Total Return Bond ETF,Bond,"$1,855,400,000",0.79%,"218,049",$46.24,-0.11%,No,False,0.63%,-0.95%,5.30%,0.82%,0.83%,"$54,181,800.00","-$11,519,700.00","-$18,490,350.00","$619,348,150.00","$971,814,050.00","$1,782,277,750.00",Total Bond Market,2016-02-10,0.35%,N/A,$1.90,2025-03-24,$0.19,4.10%,0.00,0.22,1197,40.32%,40%,20%,1099,$45.72,$47.42,$46.19,$46.34,44.60,A-,C+,N/A,B-,A+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DSTL,Distillate US Fundamental Stability & Value ETF,Equity,"$1,769,780,000",-7.25%,"165,095",$50.75,-0.04%,No,False,0.60%,-5.97%,1.46%,6.36%,15.10%,"-$110,872,505.00","-$6,390,550.00","$20,784,807.50","$23,752,172.50","$856,147,500.00","$1,387,668,020.00",Large Cap Growth Equities,2018-10-24,0.39%,N/A,$0.80,2025-03-26,$0.21,1.57%,0.04,0.98,102,22.72%,40%,20%,1099,$48.42,$56.36,N/A,N/A,40.98,B+,B,B+,A,B-,N/A,6.78,82.22%,63.57%,78.6,7.97%,5.81%
SECT,Main Sector Rotation ETF,Equity,"$1,726,560,000",-12.65%,"141,622",$48.01,0.04%,No,False,0.13%,-7.42%,0.61%,5.70%,14.27%,"$12,573,500.00","$4,796,000.00","$4,321,000.00","$152,198,000.00","$529,776,500.00","$767,658,500.00",Large Cap Blend Equities,2017-09-05,0.78%,N/A,$0.20,2024-12-19,$0.19,0.41%,0.04,0.94,12,98.95%,40%,20%,1099,$45.12,$54.35,N/A,N/A,40.92,A-,C+,B+,B+,B-,N/A,6.41,38.64%,48.33%,35.9,4.14%,8.19%
SMTH,ALPS | Smith Core Plus Bond ETF,Bond,"$1,715,750,000",1.30%,"394,513",$25.56,-0.16%,No,False,0.51%,-0.60%,6.25%,N/A,N/A,"$370,091,750.00","$13,311,000.00","$89,566,500.00","$1,052,982,500.00","$1,717,351,500.00","$1,717,351,500.00",Total Bond Market,2023-12-06,0.59%,N/A,$1.20,2025-03-20,$0.11,4.69%,N/A,N/A,781,32.95%,40%,20%,1099,$25.32,$26.13,$25.51,$25.66,46.47,A,B,N/A,A-,B+,N/A,6.04,30.83%,37.06%,213.23,5.25%,1.52%
ACIO,Aptus Collared Investment Opportunity ETF,Multi-Asset,"$1,662,620,000",-7.84%,"190,590",$37.04,-0.11%,No,False,-0.86%,-4.59%,6.29%,7.04%,10.10%,"$200,950,622.50","$22,585,140.00","$58,008,860.00","$877,228,882.50","$1,165,498,040.00","$1,419,090,115.00",Diversified Portfolio,2019-07-10,0.79%,N/A,$0.17,2025-03-28,$0.05,0.47%,0.05,0.46,86,37.10%,40%,20%,1099,$36.12,$39.93,N/A,N/A,38.81,A-,B-,A,B,N/A,N/A,6.39,69.19%,47.23%,119.1,12.42%,7.15%
HYLS,First Trust Tactical High Yield ETF,Bond,"$1,616,950,000",0.38%,"305,679",$40.85,0.54%,No,False,1.44%,-0.19%,7.73%,3.40%,3.98%,"-$4,849,900.00","$10,124,000.00","-$13,437,500.00","$173,172,800.00","-$168,425,050.00","$550,238,250.00",High Yield Bonds,2013-02-27,1.02%,N/A,$2.56,2025-03-27,$0.22,6.27%,0.00,0.45,276,26.20%,40%,20%,1099,$39.92,$41.52,$40.71,$40.94,50.52,A-,C,A-,B-,A-,A-,6.03,85.82%,36.87%,161.37,4.64%,2.56%
JMEE,JPMorgan Small & Mid Cap Enhanced Equity ETF,Equity,"$1,585,470,000",-13.43%,"284,338",$52.35,0.75%,No,False,2.03%,-6.32%,-2.93%,N/A,N/A,"$252,814,750.00","$39,240,000.00","$24,601,500.00","$750,962,000.00","$970,375,701.48","$1,050,572,385.24",All Cap Equities,2022-05-06,0.24%,N/A,$0.57,2024-12-24,$0.58,1.11%,12.52,1.32,601,10.33%,40%,20%,1099,$48.65,$59.14,$51.94,$52.70,41.41,A-,A-,B-,C+,A,N/A,6.01,54.01%,36.41%,110.85,3.59%,8.01%
DFNM,Dimensional National Municipal Bond ETF,Bond,"$1,507,560,000",-0.88%,"143,548",$47.08,-0.08%,No,False,0.33%,-1.27%,1.25%,1.64%,N/A,"$95,101,018.77","-$16,455,610.80","$25,749,116.16","$303,602,446.33","$1,395,355,516.33","$1,520,893,621.33",National Munis,2021-11-15,0.17%,N/A,$1.36,2025-03-25,$0.13,2.88%,0.00,0.17,1018,6.79%,40%,20%,1099,$46.62,$48.06,N/A,N/A,40.45,B+,B+,N/A,A-,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FPEI,First Trust Institutional Preferred Securities & Income ETF,Multi-Asset,"$1,490,530,000",-1.05%,"484,217",$18.25,0.44%,No,False,1.05%,-2.04%,7.42%,3.95%,5.70%,"$10,385,550.00",$0.00,"-$83,215,550.00","$228,586,500.00","$948,663,526.50","$1,229,581,924.50",Preferred Stock/Convertible Bonds,2017-08-22,0.85%,N/A,$1.05,2025-03-27,$0.09,5.75%,0.00,0.37,167,17.44%,40%,20%,1099,$17.84,$18.97,$18.22,$18.27,41.63,B+,C+,N/A,A+,B,N/A,7.21,94.78%,80.63%,289.42,7.65%,1.17%
JBBB,Janus Henderson B-BBB CLO ETF,Bond,"$1,459,860,000",-1.44%,"1,164,811",$47.60,0.46%,No,False,0.38%,-1.19%,5.14%,5.95%,N/A,"$85,982,500.00","-$47,582,000.00","-$294,541,000.00","$1,096,236,500.00","$1,418,380,500.00","$1,480,754,000.00",Corporate Bonds,2022-01-11,0.48%,N/A,$3.77,2025-04-01,$0.32,7.93%,0.00,0.18,229,18.63%,40%,20%,1099,$46.72,$48.96,N/A,N/A,45.31,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TSPA,T. Rowe Price U.S. Equity Research ETF,Equity,"$1,410,420,000",-10.39%,"339,770",$33.13,0.18%,No,False,0.09%,-6.15%,5.99%,9.05%,N/A,"$521,002,474.81","$7,452,951.40","$111,208,431.99","$1,304,286,259.28","$1,436,664,433.21","$1,444,246,293.78",Large Cap Blend Equities,2021-06-08,0.34%,N/A,$0.19,2024-12-23,$0.18,0.56%,2.08,1.00,336,33.77%,40%,20%,1099,$31.26,$37.04,N/A,N/A,41.35,C+,B+,A,B-,C,N/A,6.35,25.11%,45.39%,87.98,11.31%,7.74%
PFFA,Virtus InfraCap U.S. Preferred Stock ETF,Preferred Stock,"$1,378,930,000",-5.89%,"601,733",$20.14,0.95%,No,Variable,2.13%,-6.43%,9.05%,4.66%,15.16%,"$108,729,800.00","$6,956,450.00","-$26,350.00","$537,070,000.00","$972,188,550.00","$1,394,735,650.00",Preferred Stock/Convertible Bonds,2018-05-15,2.48%,N/A,$2.02,2025-03-20,$0.17,10.13%,0.00,1.24,180,26.32%,40%,20%,1099,$19.05,$22.21,$20.05,$20.23,39.08,B,C,N/A,B,A+,N/A,3.89,0.64%,4.22%,86.12,3.46%,4.23%
JAGG,JPMorgan U.S. Aggregate Bond ETF,Bond,"$1,354,840,000",3.19%,"183,395",$47.25,0.32%,No,False,-0.13%,3.19%,-8.58%,-2.51%,N/A,$0.00,$0.00,$0.00,$0.00,"$212,832,000.00","$981,121,408.09",Total Bond Market,2018-12-12,0.07%,N/A,$0.72,2021-11-01,$0.06,1.33%,0.00,0.06,1622,17.61%,40%,20%,1099,$46.15,$47.80,$47.17,$47.30,58.45,A-,A,N/A,B,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
